segment_code,segment_name,family_code,family_name,class_code,class_name,commodity_code,commodity_name
73,Industrial Production and Manufacturing Services,7310,Production support services,731012,Quality control services,73101203,Calibration services
73,Industrial Production and Manufacturing Services,7310,Production support services,731012,Quality control services,73101204,Non-destructive testing
73,Industrial Production and Manufacturing Services,7310,Production support services,731013,Contract manufacturing,73101301,Assembly services
73,Industrial Production and Manufacturing Services,7310,Production support services,731013,Contract manufacturing,73101302,Machining services
73,Industrial Production and Manufacturing Services,7310,Production support services,731013,Contract manufacturing,73101303,Fabrication services
73,Industrial Production and Manufacturing Services,7310,Production support services,731013,Contract manufacturing,73101304,Surface treatment
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731110,Material handling equipment,73111001,Forklifts
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731110,Material handling equipment,73111002,Pallet jacks
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731110,Material handling equipment,73111003,Conveyor systems
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731110,Material handling equipment,73111004,Overhead cranes
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731111,Power tools,73111101,Electric drills
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731111,Power tools,73111102,Angle grinders
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731111,Power tools,73111103,Impact wrenches
73,Industrial Production and Manufacturing Services,7311,Industrial machinery and equipment,731111,Power tools,73111104,Welding equipment
73,Industrial Production and Manufacturing Services,7312,Raw materials,731211,Metals,73121101,Steel plate
73,Industrial Production and Manufacturing Services,7312,Raw materials,731211,Metals,73121102,Aluminium sheet
73,Industrial Production and Manufacturing Services,7312,Raw materials,731211,Metals,73121103,Copper wire
73,Industrial Production and Manufacturing Services,7312,Raw materials,731211,Metals,73121104,Stainless steel pipe
73,Industrial Production and Manufacturing Services,7312,Raw materials,731212,Plastics and polymers,73121201,HDPE pellets
73,Industrial Production and Manufacturing Services,7312,Raw materials,731212,Plastics and polymers,73121202,PVC compounds
73,Industrial Production and Manufacturing Services,7312,Raw materials,731212,Plastics and polymers,73121203,Polyurethane foam
73,Industrial Production and Manufacturing Services,7312,Raw materials,731212,Plastics and polymers,73121204,Nylon granules
55,Published Products,5510,Printed publications,551012,Books and reference materials,55101201,Technical manuals
55,Published Products,5510,Printed publications,551012,Books and reference materials,55101202,Professional reference books
55,Published Products,5510,Printed publications,551012,Books and reference materials,55101203,Regulatory publications
55,Published Products,5510,Printed publications,551012,Books and reference materials,55101204,Training guides
55,Published Products,5510,Printed publications,551013,Periodicals,55101301,Trade journals
55,Published Products,5510,Printed publications,551013,Periodicals,55101302,Industry magazines
55,Published Products,5510,Printed publications,551013,Periodicals,55101303,Professional newsletters
55,Published Products,5510,Printed publications,551013,Periodicals,55101304,Annual reports
55,Published Products,5511,Electronic publications and media,551115,Online subscriptions,55111501,News and media subscriptions
55,Published Products,5511,Electronic publications and media,551115,Online subscriptions,55111502,Research database subscriptions
55,Published Products,5511,Electronic publications and media,551115,Online subscriptions,55111503,Standards subscriptions
55,Published Products,5511,Electronic publications and media,551115,Online subscriptions,55111504,E-learning subscriptions
55,Published Products,5511,Electronic publications and media,551116,Software documentation,55111601,Technical documentation sets
55,Published Products,5511,Electronic publications and media,551116,Software documentation,55111602,API documentation
55,Published Products,5511,Electronic publications and media,551116,Software documentation,55111603,User manuals
55,Published Products,5511,Electronic publications and media,551116,Software documentation,55111604,Quick reference cards
55,Published Products,5512,Maps and charts,551210,Digital maps,55121001,Geographic information systems
55,Published Products,5512,Maps and charts,551210,Digital maps,55121002,Navigation maps
55,Published Products,5512,Maps and charts,551210,Digital maps,55121003,Engineering drawings
55,Published Products,5512,Maps and charts,551210,Digital maps,55121004,Survey maps
44,Office Equipment and Accessories and Supplies,4414,Furniture,441411,Office furniture,44141101,Office desks
44,Office Equipment and Accessories and Supplies,4414,Furniture,441411,Office furniture,44141102,Office chairs
44,Office Equipment and Accessories and Supplies,4414,Furniture,441411,Office furniture,44141103,Filing cabinets
44,Office Equipment and Accessories and Supplies,4414,Furniture,441411,Office furniture,44141104,Bookshelves
44,Office Equipment and Accessories and Supplies,4414,Furniture,441411,Office furniture,44141105,Meeting tables
44,Office Equipment and Accessories and Supplies,4414,Furniture,441412,Reception and waiting furniture,44141201,Reception desks
44,Office Equipment and Accessories and Supplies,4414,Furniture,441412,Reception and waiting furniture,44141202,Waiting room chairs
44,Office Equipment and Accessories and Supplies,4414,Furniture,441412,Reception and waiting furniture,44141203,Coffee tables
44,Office Equipment and Accessories and Supplies,4414,Furniture,441412,Reception and waiting furniture,44141204,Coat stands
44,Office Equipment and Accessories and Supplies,4416,Audio visual equipment,441616,Video conferencing,44161601,Video conferencing systems
44,Office Equipment and Accessories and Supplies,4416,Audio visual equipment,441616,Video conferencing,44161602,Webcams
44,Office Equipment and Accessories and Supplies,4416,Audio visual equipment,441616,Video conferencing,44161603,Conference cameras
44,Office Equipment and Accessories and Supplies,4416,Audio visual equipment,441616,Video conferencing,44161604,Video bars
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431712,Managed IT services,43171201,Managed helpdesk
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431712,Managed IT services,43171202,Managed security
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431712,Managed IT services,43171203,Managed backup
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431712,Managed IT services,43171204,Device management
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431713,IT support services,43171301,On-site IT support
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431713,IT support services,43171302,Remote IT support
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431713,IT support services,43171303,Break-fix services
43,Information Technology Broadcasting and Telecommunications,4317,IT services,431713,IT support services,43171304,IT project management
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781501,Accommodation services,78150101,Hotel accommodation
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781501,Accommodation services,78150102,Serviced apartments
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781501,Accommodation services,78150103,Conference accommodation
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781501,Accommodation services,78150104,Extended stay
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781502,Vehicle rental,78150201,Car rental
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781502,Vehicle rental,78150202,Van rental
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781502,Vehicle rental,78150203,Truck rental
78,Transportation and Storage and Mail Services,7815,Travel and accommodation,781502,Vehicle rental,78150204,Minibus rental
80,Management and Business Professionals and Administrative Services,8013,Business administration services,801317,Training and development services,80131701,Leadership training
80,Management and Business Professionals and Administrative Services,8013,Business administration services,801317,Training and development services,80131702,Technical training
80,Management and Business Professionals and Administrative Services,8013,Business administration services,801317,Training and development services,80131703,Compliance training
80,Management and Business Professionals and Administrative Services,8013,Business administration services,801317,Training and development services,80131704,Soft skills training
80,Management and Business Professionals and Administrative Services,8014,Security services,801415,Physical security,80141501,Guard services
80,Management and Business Professionals and Administrative Services,8014,Security services,801415,Physical security,80141502,Access control
80,Management and Business Professionals and Administrative Services,8014,Security services,801415,Physical security,80141503,CCTV monitoring
80,Management and Business Professionals and Administrative Services,8014,Security services,801415,Physical security,80141504,Alarm response
72,Building and Construction and Maintenance Services,7214,Waste management,721410,Waste collection,72141001,General waste collection
72,Building and Construction and Maintenance Services,7214,Waste management,721410,Waste collection,72141002,Recycling collection
72,Building and Construction and Maintenance Services,7214,Waste management,721410,Waste collection,72141003,Hazardous waste disposal
72,Building and Construction and Maintenance Services,7214,Waste management,721410,Waste collection,72141004,E-waste disposal
73,Industrial Production and Manufacturing Services,7313,Safety and PPE,731310,Personal protective equipment,73131001,Safety helmets
73,Industrial Production and Manufacturing Services,7313,Safety and PPE,731310,Personal protective equipment,73131002,Safety footwear
73,Industrial Production and Manufacturing Services,7313,Safety and PPE,731310,Personal protective equipment,73131003,High-vis clothing
73,Industrial Production and Manufacturing Services,7313,Safety and PPE,731310,Personal protective equipment,73131004,Respiratory protection
73,Industrial Production and Manufacturing Services,7313,Safety and PPE,731310,Personal protective equipment,73131005,Eye and face protection
80,Management and Business Professionals and Administrative Services,8015,Insurance services,801511,Business insurance,80151101,Public liability insurance
80,Management and Business Professionals and Administrative Services,8015,Insurance services,801511,Business insurance,80151102,Professional indemnity
80,Management and Business Professionals and Administrative Services,8015,Insurance services,801511,Business insurance,80151103,Workers compensation
80,Management and Business Professionals and Administrative Services,8015,Insurance services,801511,Business insurance,80151104,Property insurance
80,Management and Business Professionals and Administrative Services,8015,Insurance services,801511,Business insurance,80151105,Cyber insurance
81,Engineering and Research and Technology Based Services,8114,Environmental services,811411,Environmental consulting,81141101,Environmental impact assessment
81,Engineering and Research and Technology Based Services,8114,Environmental services,811411,Environmental consulting,81141102,Contamination assessment
81,Engineering and Research and Technology Based Services,8114,Environmental services,811411,Environmental consulting,81141103,Environmental monitoring
81,Engineering and Research and Technology Based Services,8114,Environmental services,811411,Environmental consulting,81141104,Remediation services
43,Information Technology Broadcasting and Telecommunications,4319,Printing services,431910,Digital printing,43191001,Large format printing
43,Information Technology Broadcasting and Telecommunications,4319,Printing services,431910,Digital printing,43191002,Business card printing
43,Information Technology Broadcasting and Telecommunications,4319,Printing services,431910,Digital printing,43191003,Brochure printing
43,Information Technology Broadcasting and Telecommunications,4319,Printing services,431910,Digital printing,43191004,Banner printing
43,Information Technology Broadcasting and Telecommunications,4319,Printing services,431910,Digital printing,43191005,Document printing services
50,Food Beverage and Tobacco Products,5031,Dairy products,503111,Milk and cream,50311101,Fresh full cream milk
50,Food Beverage and Tobacco Products,5031,Dairy products,503111,Milk and cream,50311102,Skim milk
50,Food Beverage and Tobacco Products,5031,Dairy products,503111,Milk and cream,50311103,Long life milk
50,Food Beverage and Tobacco Products,5031,Dairy products,503111,Milk and cream,50311104,Cream
50,Food Beverage and Tobacco Products,5031,Dairy products,503111,Milk and cream,50311105,Flavoured milk
78,Transportation and Storage and Mail Services,7816,Postal and courier services,781601,Document courier,78160101,Same day courier
78,Transportation and Storage and Mail Services,7816,Postal and courier services,781601,Document courier,78160102,Next day courier
78,Transportation and Storage and Mail Services,7816,Postal and courier services,781601,Document courier,78160103,International document courier
78,Transportation and Storage and Mail Services,7816,Postal and courier services,781601,Document courier,78160104,Registered post
78,Transportation and Storage and Mail Services,7816,Postal and courier services,781601,Document courier,78160105,Overnight express
51,Drugs and Pharmaceutical Products,5115,Medical equipment and supplies,511516,Medical diagnostic equipment,51151601,Blood pressure monitors
51,Drugs and Pharmaceutical Products,5115,Medical equipment and supplies,511516,Medical diagnostic equipment,51151602,Thermometers
51,Drugs and Pharmaceutical Products,5115,Medical equipment and supplies,511516,Medical diagnostic equipment,51151603,Oximeters
51,Drugs and Pharmaceutical Products,5115,Medical equipment and supplies,511516,Medical diagnostic equipment,51151604,Glucometers
51,Drugs and Pharmaceutical Products,5115,Medical equipment and supplies,511516,Medical diagnostic equipment,51151605,ECG machines
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721116,Fire protection services,72111601,Fire extinguisher servicing
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721116,Fire protection services,72111602,Fire alarm testing
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721116,Fire protection services,72111603,Fire suppression maintenance
72,Building and Construction and Maintenance Services,7211,Building maintenance services,721116,Fire protection services,72111604,Emergency exit testing
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531013,Footwear,53101301,Dress shoes
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531013,Footwear,53101302,Casual shoes
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531013,Footwear,53101303,Athletic shoes
53,Apparel and Luggage and Personal Care Products,5310,Clothing,531013,Footwear,53101304,Safety boots steel cap
55,Published Products,5513,Training and educational materials,551310,Training materials,55131001,Training workbooks
55,Published Products,5513,Training and educational materials,551310,Training materials,55131002,Presentation slides
55,Published Products,5513,Training and educational materials,551310,Training materials,55131003,Assessment materials
55,Published Products,5513,Training and educational materials,551310,Training materials,55131004,Course certificates
55,Published Products,5513,Training and educational materials,551310,Training materials,55131005,E-learning modules
44,Office Equipment and Accessories and Supplies,4415,Mailing supplies,441510,Mailing and packing materials,44151001,Cardboard boxes
44,Office Equipment and Accessories and Supplies,4415,Mailing supplies,441510,Mailing and packing materials,44151002,Bubble wrap
44,Office Equipment and Accessories and Supplies,4415,Mailing supplies,441510,Mailing and packing materials,44151003,Packing tape
44,Office Equipment and Accessories and Supplies,4415,Mailing supplies,441510,Mailing and packing materials,44151004,Padded envelopes
44,Office Equipment and Accessories and Supplies,4415,Mailing supplies,441510,Mailing and packing materials,44151005,Stretch wrap
44,Office Equipment and Accessories and Supplies,4415,Mailing supplies,441510,Mailing and packing materials,44151006,Cable ties
